2015-03-02,Armon Dadgar,f4e5b10952,physical: Adding interface, in-mem implementation, and skeleton for Consul/File
2015-03-05,Armon Dadgar,9f6ecdabc9,vault: First pass at a barrier
2015-03-11,Armon Dadgar,df49aa1f88,vault: First pass at Unseal
2015-03-11,Armon Dadgar,76870a1449,vault: Setup the mount tables after load
2015-03-12,Mitchell Hashimoto,e3fbe54a04,http: mask user error away from unseal since its not actionable
2015-03-13,Armon Dadgar,2ae7992a98,vault: integrate expiration manager with core setup/teardown
2015-03-13,Mitchell Hashimoto,d39b117281,helper/backend: start this thing
2015-03-15,JT,6aacbffde4,update hero
2015-03-15,captainill,e165e89f08,update tagline margin
2015-03-16,Mitchell Hashimoto,3f85dcba10,http: /v1/sys/mount DELETE
2015-03-16,Armon Dadgar,68457c9b2d,vault: Adding sys/revoke
2015-03-17,Armon Dadgar,8cd56d4058,vault: Adding policy parsing
2015-03-18,Armon Dadgar,ae8de95e0f,vault: First pass token store
2015-03-19,Armon Dadgar,8e29253c2b,vault: Change constant name
2015-03-21,Mitchell Hashimoto,c3342cd344,logical/aws: refactor access key create to the secret file
2015-03-24,Armon Dadgar,5cbecba333,logical: Special error for permission denied
2015-03-27,Armon Dadgar,1607ddbde3,vault: Adding basic audit table load/unload
2015-03-30,Mitchell Hashimoto,c67357342c,logical: add credential info to logical backend structures
2015-03-31,Mitchell Hashimoto,d93bdacbbd,vault: require root token for seal
2015-03-31,Mitchell Hashimoto,456c4b0b21,command/write: new format
2015-04-01,Armon Dadgar,104c252283,audit: Adding basic interface methods
2015-04-01,Mitchell Hashimoto,c6cfac1ff8,command/auth-disable
2015-04-01,Armon Dadgar,10f6308ab9,vault: TODO cleanups
2015-04-02,Mitchell Hashimoto,ce9ed56be6,http: help
2015-04-03,Armon Dadgar,1d2feafee3,physical: Adding Consul backend
2015-04-04,Mitchell Hashimoto,3111c2396e,api: client library methods to get tokens
2015-04-07,Mitchell Hashimoto,ade573b84d,website: auth on the way
2015-04-07,Mitchell Hashimoto,fee874632f,vault: proper meta parameter for vaultstorage (tests pass now)
2015-04-08,Mitchell Hashimoto,b502a2b3d4,vault: lookup-self should allow unauthenticated requests
2015-04-10,Mitchell Hashimoto,8a904cc828,website: vs
2015-04-10,Mitchell Hashimoto,333bdac62d,vault: the expiration time should be relative to the issue time
2015-04-13,Armon Dadgar,723860fa96,command: Set minimum TLS version to 1.2
2015-04-14,Armon Dadgar,9597035488,physical: First pass at HABackend
2015-04-15,Armon Dadgar,0123fdf9a4,vault: Allow AES key to be up to 256 bits. Fixes #7
2015-04-17,Mitchell Hashimoto,fe747fbcaa,credential/*: adhere to new API
2015-04-18,Mitchell Hashimoto,4501b62953,website: so much API docs
2015-04-18,Mitchell Hashimoto,b37f8332ed,logical/consul: config/access is the new path for config
2015-04-19,Mitchell Hashimoto,f14d970598,website: doc userpass
2015-04-20,Armon Dadgar,538106db1c,website: document sys/leader
2015-04-21,Mitchell Hashimoto,628d6e4e7a,audit: hash all the req/resp structures
2015-04-22,Jack Pearkes,0095f1d388,website: use new step oriented system for interactive demo
2015-04-23,Jack Pearkes,5696aa910a,website: "Launch Interactive Tutorial"
2015-04-23,Armon Dadgar,13d47848c1,logical/framework: Supporting list of path map
2015-04-25,Armon Dadgar,cc69073b37,website: adding mysql docs skeleton
2015-04-27,Seth Vargo,6b62366d2b,Add Quick Start for Postgresql
2015-04-27,Armon Dadgar,478a5965ee,secret/aws: Using roles instead of policy
2015-04-27,Mitchell Hashimoto,af6f634149,Godeps to lock in dependencies
2015-04-28,Mitchell Hashimoto,ae1c71085c,helper/passsword: fix windows compilation
2015-04-28,Andrew Williams,cfe60c4846,website: fix small typo
2015-04-28,Mitchell Hashimoto,f578efbd93,Merge pull request #61 from ceh/godep-cover
2015-04-28,Mitchell Hashimoto,a0376a20f0,command/server: disable mlock in dev mode
2015-04-28,Abhishek Chanda,aa90d268bf,Actually add the coverage script
2015-04-28,Mitchell Hashimoto,f98ef07ca1,Merge pull request #86 from JuanitoFatas/master
2015-04-30,Leo Cassarani,61841fd596,Add output of reading aws/config/root to the docs [ci skip]
2015-05-02,Mitchell Hashimoto,0128f35b85,v0.1.1
2015-05-03,Mitchell Hashimoto,0074f64701,Merge pull request #137 from ceh/make-bat-fix
2015-05-05,Spencer Herzberg,c4472a2446,cleanup zk HA leftover docs
2015-05-07,Armon Dadgar,47c71483ba,vault: fix detection of missing trailing slash. Fixes #157
2015-05-09,Seth Vargo,9e0bafd0ef,Merge pull request #179 from philips/fix-spelling-error
2015-05-11,Seth Vargo,74e1057259,Merge pull request #183 from knuckolls/patch-1
2015-05-11,Mitchell Hashimoto,03073c289d,update CL
2015-05-11,Mitchell Hashimoto,c559382c47,website: note PGP key
2015-05-12,Mitchell Hashimoto,c8f023795e,terraform: remove CBD for now while TF bug exists
2015-05-15,Nathan McCauley,47950d9efb,update info on keywhiz
2015-05-18,Armon Dadgar,83bcac9cac,Merge pull request #218 from jefferai/master
2015-05-20,Michael H. Oshita,c495d07d8a,Document that Vault Server needs to be running for vault help path
2015-05-20,Armon Dadgar,628e102419,Merge pull request #222 from DavidWittman/config-backend-check
2015-05-25,Ken Breeman,df08ed9722,Merge branch 'master' into physical_zookeeper_ha
2015-05-27,Armon Dadgar,69320aeb33,Merge pull request #266 from hashicorp/f-http
2015-05-27,Armon Dadgar,9747230ae5,vault: first pass at rekey
2015-05-28,Armon Dadgar,4731c48948,vault: Adding VerifyMaster to Barrier
2015-05-28,Armon Dadgar,fa9c85dbaf,vault: create upgrade path in HA mode
2015-05-31,Chad Whitacre,2d442a2b5e,fix line wrapping
2015-05-31,Seth Vargo,bdd6fed13f,Merge pull request #282 from whit537/patch-3
2015-06-01,Seth Vargo,669686f654,Merge pull request #270 from sheldonh/no_export_vault_token
2015-06-05,Jeff Mitchell,20ac7a46f7,Add acceptance tests
2015-06-15,Armon Dadgar,61f7c098f7,Merge pull request #341 from ryancurrah/ryancurrah-doc-transit-echofix
2015-06-17,Armon Dadgar,28dd283c93,builtin: fixing API change in logical framework
2015-06-17,Armon Dadgar,ee176b2f5d,command/auth: warn about the VAULT_TOKEN env var. Fixes #195
2015-06-18,Nate Brown,55e37392ad,Actually not logging auth in the response if nil
2015-06-24,esell,e3a3fc8ab1,cleanup the code a bit
2015-06-29,Armon Dadgar,1a085c1c89,vault: cleanups for the audit log changes
2015-06-30,Karl Gutwin,6668a6d7ef,Website docs.
2015-06-30,Vishal Nayak,d258b1819a,lease handling fix
2015-07-01,Vishal Nayak,2ebd10cdf4,Vault SSH: review rework: formatted and moved code
2015-07-05,Armon Dadgar,3af435d4b5,secret/transit: testing key derivation
2015-07-06,Armon Dadgar,d9c7349ad3,website: clarify changes in addition to feedback
2015-07-10,Vishal Nayak,c25525a22a,Vault SSH: Test case skeleton
2015-07-13,Armon Dadgar,10f23df605,website: update HA status, discourage ZK
2015-07-14,Bradley Girardeau,7ee2419323,ldap: add ability to set policies based on username as well as groups
2015-07-22,Armon Dadgar,3c7f311181,Merge pull request #419 from nbrownus/telemetry_names
2015-07-24,Armon Dadgar,49cdf87ab9,website: fixing details about HA backends
2015-07-28,Daniel Kaffee,844cb49b38,made documentation a bit more clear
2015-07-31,vishalnayak,e3cc910cea,Vault Test: Disabling mlock for logical.testing.Test()
2015-08-04,Armon Dadgar,b380090c47,Merge pull request #489 from ekristen/github-fix
2015-08-06,vishalnayak,044a2257e7,Vault SSH: Automate OTP typing if sshpass is installed
2015-08-11,Armon Dadgar,f4c7846438,Merge pull request #509 from ekristen/github-fix
2015-08-13,vishalnayak,2dd82aeb9a,Vault SSH: cidr to cidr_list
2015-08-18,vishalnayak,2e6a087d22,Vault SSH: doc update
2015-08-19,vishalnayak,de30c66fea,Vault SSH: Removing script file
2015-08-20,Jeff Mitchell,358849fbc3,Change "lease" parameter in the generic backend to be "ttl" to reduce confusion. "lease" is now deprecated but will remain valid until 0.4.
2015-08-24,vishalnayak,0843c3400b,Vault SSH: Documentation update
2015-08-26,Jeff Mitchell,989b33483b,Ensure that the 'file' audit backend can successfully open its given path before returning success. Fixes #550.
2015-08-27,vishalnayak,06ac073684,Vault SSH: Docs for default CIDR value
2015-08-31,vishalnayak,f67a12266e,Vault SSH: refactoring
2015-09-04,Armon Dadgar,4e77fd1e04,Merge pull request #591 from MarkVLK/patch-2
2015-09-01,Jeff Mitchell,aadf039368,Add DynamicSystemView. This uses a pointer to a pointer to always have up-to-date information. This allows remount to be implemented with the same source and dest, allowing mount options to be changed on the fly. If/when Vault gains the ability to HUP its configuration, this should just work for the global values as well.
2015-09-11,Tuomas Silen,154aada606,Cleanup defer func
2015-09-15,Jeff Mitchell,6b00838e27,Move more cubby logic outside of router into auth setup
2015-09-17,vishalnayak,16f531da3d,Userpass Bk: Added tests for TTL duration verifications
2015-09-19,Jeff Mitchell,b03d89d974,Bump AESGCM version; include path in the GCM tags.
2015-09-19,Jeff Mitchell,a439b483f5,Don't use leases on the generic backend...with a caveat.
2015-09-24,Dominic Luechinger,886c67892d,Fixes docs for new JWT secret backend
2015-09-27,Jeff Mitchell,23411f2ea0,Format token lease/TTL as int in JSON API when looking up
2015-10-02,Jeff Mitchell,df90e664ad,Merge pull request #663 from curtisallen/update-acl
2015-10-06,Jeff Mitchell,0e06b4e8e2,Rename NOBINTRAY to something more sensible
2015-10-07,Jeff Mitchell,e20b080786,Merge pull request #680 from hashicorp/edit-this-page
2015-10-09,Jeff Mitchell,a087e943c7,Fix output of token-create help to use ttl instead of lease
2015-10-15,Jeff Mitchell,4e39da1079,Merge pull request #701 from levigross/master
2015-10-23,voutasaurus,ad122c6aee,Merge branch 'master' of https://github.com/hashicorp/vault
2015-10-29,Jeff Mitchell,d3aebadc3c,Fix wording
2015-10-30,Seth Vargo,3e2c4ffb7b,Fix breaking API changes
2015-11-03,Jeff Mitchell,05810ae786,Address review feedback
2015-11-05,Jeff Mitchell,dafecff414,Switch etcd default port to 2379, in line with 2.x.
2015-11-09,Jeff Mitchell,ee314634b6,Merge pull request #766 from hashicorp/issue-766
2015-11-15,Jeff Mitchell,b2d2a11cb2,Merge pull request #775 from hashicorp/issue-771
2015-10-02,Jeff Mitchell,41799529f7,Add allow_base_domain to control whether or not the actual base domain is allowed as a cert common name and/or DNS SAN
2015-11-12,Jeff Mitchell,cf148d8cc6,Large documentation updates, remove the pathlength path in favor of making that a parameter at CA generation/sign time, and allow more fields to be configured at CSR generation time.
2015-11-20,Jeff Mitchell,6af9eac08b,Documentation update
2015-12-01,Jeff Mitchell,c84611ec1f,Have dist script publish and purge
2015-12-09,Jeff Mitchell,53c363d308,Return 400 instead of 500 if generic backend is written to without data.
2015-12-10,Andrew Stuart,a75a1a1ae0,Merge branch 'master' of https://github.com/hashicorp/vault
2015-12-09,Andrew Stuart,e38596fc1c,Update tests and finish implementation of PKCS8 handling
2015-12-14,Andrew Stuart,fdc42cf397,Merge branch 'master' of https://github.com/hashicorp/vault
2015-12-14,Jeff Mitchell,b0b8d24bc0,CL++
2015-12-17,Jeff Mitchell,61adc37bfd,changelog++
2015-12-19,captainill,99d70e995a,capitol C in by hashicorp lockup
2015-12-28,Greg G,261caad317,Fixed "edit this page" not clickable
2015-12-30,Jeff Mitchell,d4a7eb8940,Merge pull request #892 from nickithewatt/token-lookup
2016-01-04,Jeff Mitchell,4ac937a440,Address review feedback.
2016-01-06,Jeff Mitchell,75973600cc,Merge pull request #907 from hashicorp/rekey-work
2016-01-08,Jeff Mitchell,839b804e43,Some minor rekey backup fixes
2016-01-12,Jeff Mitchell,45b96ed140,Address some more review feedback
2016-01-14,Jeff Mitchell,ee7add27d7,Merge pull request #931 from hashicorp/sethvargo/deploy
2016-01-08,Jeff Mitchell,4cc7694a3a,Add the ability to generate root tokens via unseal keys.
2016-01-08,Dmitriy Gromov,6f50cd9439,Fixed duration type and added acceptance test for sts
2016-01-19,Jeff Mitchell,cc0d88cabe,Address some listing review feedback
2016-01-22,Raja Nadar,711b446ef7,mention that this is an unauthenticated endpoint
2016-01-25,Jeff Mitchell,1c43a0148f,Document changes
2016-01-26,Jeff Mitchell,7876b8b7fe,Use reflect.Value.String() rather than a type assertion.
2016-01-27,Jeff Mitchell,21da89bef0,Changelog formatting
2016-01-28,Raja Nadar,2270affc2f,fix return type of post /ssh/creds
2016-01-28,Jeff Mitchell,3b22ab02c6,Add listing of roles to PKI
2016-01-29,Jeff Mitchell,855985230f,Fix command status test with new return value
2016-01-31,Jeff Mitchell,c60a9cd130,Remove grace periods
2016-02-01,Jeff Mitchell,889c6b64c5,Merge pull request #1011 from hashicorp/readd-transit-upsert
2016-02-02,Jeff Mitchell,2cf9afe5d6,Add test for HA availability to command/server
2016-02-03,Jeff Mitchell,ff2781e3b4,Oops, we needed that, but for a different reason than the comment said. So put the test back but fix the comment
2016-02-04,Jeff Mitchell,799b91f8b5,Add some extra info on the build to the changelog and bump the version in preparation for release
2016-02-10,Jeff Mitchell,d76c3a7e56,Add note about client libraries to 0.5 upgrade page
2016-02-14,Raja Nadar,d083f459bd,fixing response fields of /pki/issue
2016-02-18,Jeff Mitchell,959064f722,Merge pull request #1074 from rajanadar/patch-13
2016-02-18,Jeff Mitchell,a82942b7aa,Update .gitignore to remove overzealous application of 'pkg' shadowing vendor dir.
2016-02-19,Jeff Mitchell,65494f8268,Merge pull request #1100 from hashicorp/issue-1030
2016-02-19,Jeff Mitchell,d3af63193b,Add tests for minimum key size checking. (This will also verify that the key type matches that of the role, since type assertions are required to check the bit size). Like the rest, these are fuzz tests; I have verified that the random seed will eventually hit error conditions if ErrorOk is not set correctly when we expect an error.
2016-02-22,Jeff Mitchell,7c60548b9a,More improvements to PKI tests; allow setting a specific seed, output the seed to the console, and split generated steps to make it understandable which seed is for which set of steps.
2016-02-23,Jeff Mitchell,6fef0f2b30,Merge pull request #1121 from mhurne/improve-error-on-sts-read-with-arn-policy
2016-02-24,Jeff Mitchell,25547d400b,Add upgrade information
2016-02-25,Jeff Mitchell,8970f3aa68,Merge pull request #1131 from rmt/master
2016-02-26,Jeff Mitchell,30be5da0bb,Fix tests
2016-03-01,Vishal Nayak,1a8fc05a80,Merge pull request #1154 from hashicorp/ssh-docs-fix
2016-03-01,vishalnayak,8f728f8ed3,changelog++
2016-03-03,Jeff Mitchell,097e6ce93a,Move descriptions into const block
2016-03-02,vishalnayak,258b4e6b10,Add vault/capabilities.go
2016-03-04,vishalnayak,4f672fb1e0,changelog++
2016-03-08,Jeff Mitchell,09070c4aca,Sanitize serial number in revocation path.
2016-03-09,vishalnayak,2a35de81dc,AccessorID --> Accessor, accessor_id --> accessor
2016-03-09,vishalnayak,b8bd534c53,In-URL accessor for auth/token/lookup-accessor endpoint
2016-03-10,Seth Vargo,80d627fc0a,Parse HCL keys in command config
2016-03-10,vishalnayak,82a9fa86ad,Add accessor flag to token-lookup command and add lookup-accessor client API
2016-03-10,Jeff Mitchell,9e49463642,Fix typo
2016-03-14,Jeff Mitchell,3368b9cdb7,Update app-id docs to use new endpoint
2016-03-15,Jeff Mitchell,52c438062e,Add forgotten test
2016-03-16,Jeff Mitchell,ba72ff8898,Remove dev from version
2016-03-17,Jeff Mitchell,cfa94ec264,Update CHANGELOG text regarding enabling plaintext accessor audit logging
2016-03-17,vishalnayak,56a9ac8f7c,Fix help descriptions
2016-03-18,Vishal Nayak,26857bee52,Merge pull request #1233 from hashicorp/auth-token-restore
2016-03-23,Vishal Nayak,b251010b85,Merge pull request #1254 from shokunin/master
2016-03-31,Seth Vargo,1a3825b508,Merge pull request #1274 from gdevos/patch-1
2016-04-01,Riley Guerin,5061b670db,change github example team to admins
2016-04-05,Gábor Lipták,bda3af7dbb,Update transit read key output
2016-04-05,Sean Chittenden,d0ace6f3c8,Back out changelog entry until PR merged
2016-04-07,Jeff Mitchell,ef1b1a41a6,Construct token path from request to fix displaying TTLs when using create-orphan.
2016-04-08,Kevin Pike,226a89d75e,Fix username generation
2016-04-12,Jeff Mitchell,250aa228df,Merge pull request #1323 from hashicorp/sethvargo/ws_md
2016-04-14,Vishal Nayak,00327a6027,Merge pull request #1332 from hashicorp/fix-revocation-output
2016-04-22,Seth Vargo,c3a5bf11d4,Do not allow referrer to modify the parent
2016-04-23,Sean Chittenden,0d3ce59542,Update vendor'ed version of hashicorp/consul/lib
2016-04-25,Sean Chittenden,00d1e5abd7,Change to the pre-0.6.4 Consul Check API
2016-04-06,Jeff Mitchell,c8afcafaf9,allow_instance_reboot -> allow_instance_migration
2016-04-11,vishalnayak,9e57f66284,Added acceptance test for login endpoint
2016-04-25,vishalnayak,9f06bb2cea,Added tests
2016-04-28,vishalnayak,05c10dad94,minor updates
2016-04-28,Sean Chittenden,01fac00f20,Remove useless return statement
2016-05-02,Jeff Mitchell,06e2044372,Change UseToken mechanics.
2016-04-22,Jeff Mitchell,ddec2ed86b,Slightly nicer check for LRU in policy store
2016-05-03,Jeff Mitchell,5aebbcc566,changelog++
2016-05-05,Jeff Mitchell,5b9458e697,Merge pull request #1381 from hashicorp/util-update
2016-05-05,Jeff Mitchell,dd5321a86a,Switch whitelist to use longest max TTL
2016-05-08,Sean Chittenden,0aad4e68a7,Bump Go to 1.6.2 for Travis (just added)
2016-05-11,Jeff Mitchell,ea9734a6aa,changelog++
2016-05-14,vishalnayak,116e2cf024,Fix framework rollback manager tests
2016-05-16,Jeff Mitchell,99e1c2680a,changelog++
2016-05-19,Jeff Mitchell,0b59a54837,Add unwrap command, and change how the response is embedded (as a string, not an object)
2016-05-20,Kevin Pike,8caffae70f,Merge remote-tracking branch 'origin/master' into rabbitmq
2016-05-25,Jeff Mitchell,7eebb734a4,Cut version 0.6.0-beta2
2016-05-27,Jeff Mitchell,ba5dc348d8,Add test for renew/revoke to Consul secret backend
2016-05-25,vishalnayak,d6d5dacb82,Set config access test case as an acceptance test and make travis happy
2016-06-01,Vishal Nayak,19eb6e04f6,Merge pull request #1473 from hashicorp/ssh-host-checking
2016-06-03,Jeff Mitchell,bec4557606,Merge pull request #1483 from hashicorp/scada
2016-06-08,Vishal Nayak,8b15722fb4,Merge pull request #788 from doubledutch/master
2016-06-08,Jeff Mitchell,9e4922e6d4,Merge pull request #1499 from hashicorp/toggleable-renew-for-tokencreate
2016-06-08,Jeff Mitchell,da70b0fd99,Update version to rc1
2016-06-09,Vishal Nayak,46669ac5bb,Merge pull request #1511 from hashicorp/github-auth-env
2016-06-14,Jeff Mitchell,926e56eff0,Merge pull request #1520 from hashicorp/wrapinfo-accessor
2016-06-15,Vishal Nayak,d232de6225,Merge pull request #1529 from maf23/spelling-fix
2016-06-20,Vishal Nayak,9cfc0106fc,Merge pull request #1532 from hashicorp/vault-auth-path
2016-06-21,vishalnayak,498bd58e6f,Print role name in the error message
2016-06-23,Jeff Mitchell,cd41344685,Add some more testing
2016-06-28,cara marie,8b11798807,removed option to create 1024 keybitlength certs
2016-06-30,Jeff Mitchell,f9d40aa63b,Dockerize Postgres secret backend acceptance tests
2016-06-30,Jeff Mitchell,5dc8394ad2,changelog++
2016-07-01,Mark Paluch,f85b2b11d3,Support connect_timeout for Cassandra and align timeout.
2016-07-05,Jeff Mitchell,b386c94ec6,Merge pull request #1588 from hashicorp/issue-1587
2016-07-06,vishalnayak,c99cc155ff,Fix transit tests
2016-07-07,Matt Hurne,8a2e9a316b,Add note about MongoDB secret backend to changelog
2016-06-30,Mick Hansen,463294f4c6,handle revocations for roles that have privileges on sequences
2016-07-13,Vishal Nayak,1970ad74d7,Merge pull request #1610 from hashicorp/min-tls-ver-12
2016-07-18,Jeff Mitchell,1923ed3085,Update documentation around dynamodb changes
2016-07-19,vishalnayak,51d6e362cf,changelog++
2016-07-20,Nathan J. Mehl,83635c16b6,respond to feedback from @vishalnayak
2016-07-20,Laura Bennett,e984551147,changelog++
2016-07-21,vishalnayak,201ea85fea,Address review feedback by @jefferai
2016-07-22,Jeff Mitchell,3bea6a7afe,Rename err var to be more clear
2016-07-25,Jeff Mitchell,ecfaba1ac6,Add upgrade notes for LDAP
2016-07-26,vishalnayak,bae3e09071,As it is
2016-07-26,vishalnayak,415c463a87,Added omitempty to ClusterName and ClusterID
2016-07-27,Vishal Nayak,bd682621e0,Merge pull request #1660 from TerryHowe/ansible-module-hashivault
2016-07-29,Jeff Mitchell,1c6e59d9b3,oops, fix createAccessor
2016-08-01,Laura Bennett,4e2e38d7f4,updated version to 0.6.1-rc2
2016-08-03,Jeff Mitchell,1957de6d12,coreClusterPath -> coreLocalClusterPath
2016-08-05,Jeff Mitchell,f1fb3edede,Don't mark never-expiring root tokens as renewable
2016-08-08,Jeff Mitchell,c903fbe6f2,Merge pull request #1698 from hashicorp/issue-1263
2016-08-08,Jeff Mitchell,d2b274eac9,Use policyutil sanitizing
2016-08-09,Jeff Mitchell,be12a3c1ae,Minor test fix
2016-08-09,Jeff Mitchell,c36fcfab6e,Don't allow a root token that expires to create one that doesn't
2016-08-13,James Nugent,2e7a3aae7d,build: Add support for building on Illumos
2016-08-14,Jeff Mitchell,6eca449261,Parameter change
2016-08-17,Jeff Mitchell,09491388f4,Don't serialize the full connection state, instead just the peer certificates, and parse them on the other side
2016-08-19,vishalnayak,c9393a7dae,s/advertisement/redirect
2016-08-22,S,19f474433d,Update tokens.html.md
2016-08-25,Jeff Mitchell,aad253a818,Output a better message if the version isn't known
2016-08-29,vishalnayak,f3ea73d0a7,Description consistency
2016-08-30,Vishal Nayak,763ab83d34,Merge pull request #1799 from hashicorp/fix-role-locking
2016-09-01,Jeff Mitchell,7f0b68862e,Don't output key/value header if there are no values to display. (#1838)
2016-09-08,Jeff Mitchell,3fc14e5662,Don't panic on bad auth path
2016-09-13,Jeff Mitchell,40d03866de,changelog++
2016-09-14,vishalnayak,5e7e30e33c,address review feedback
2016-09-15,vishalnayak,e833846143,changelog++
2016-09-19,Jeff Mitchell,9f9f8fc559,Merge branch 'master' of https://github.com/hashicorp/vault into master-oss
2016-09-23,Evan Phoenix,d5038f34b0,Advertise the cluster_(id|name) in the Scada handshake (#1906)
2016-09-26,Jeff Mitchell,273cb3c512,Add information about accessors to the token concepts page.
2016-09-27,Jeff Mitchell,6410889f12,changelog++
2016-09-28,Vishal Nayak,95aa7295a4,Merge pull request #1943 from hashicorp/iam-bounds-prefix
2016-09-29,Vishal Nayak,567a521685,Merge pull request #1952 from stevenscg/stevenscg-docs-mysql-connection
2016-10-03,Jim Weber,179c07075a,fixed some more issues I had with the tests.
2016-10-04,vishalnayak,317210bb69,changelog++
2016-10-05,Jeff Mitchell,f911375ca4,Update upgrade guide
2016-10-10,Laura Bennett,1cc7c811c7,address feedback
2016-10-14,Vishal Nayak,baece44ded,Merge pull request #1988 from mp911de/issue/refdocs-approle-post-on-secret-id-destroy
2016-10-18,Chris Hoffman,4406a39da2,Add ability to list keys in transit backend (#1987)
2016-10-21,ChaseLEngel,c36ab446f6,Update acl and policy tests to use Permissions.
2016-10-27,Greg Look,0e6580efd9,Update libraries.html.md
2016-10-29,Mark Paluch,cacaec11f5,Add Spring Vault to client libraries (#2042)
2016-11-07,Joel Thompson,523de6b4d2,Add information on HMAC verification to transit docs (#2062)
2016-11-11,Jeff Mitchell,920f928745,Allow wrapping to be specified by backends, and take the lesser of the request/response times (#2088)
2016-11-17,Armon Dadgar,300b72e75c,Merge pull request #2108 from hashicorp/f-req-size-limit
2016-11-28,Jeff Mitchell,bff8ce57ed,changelog++
2016-12-01,Jeff Mitchell,77d804e483,Better handle nil responses in logical unwrap
2016-12-06,mwoolsey,35888df486,Permissions were changed from a structure to and array of interfaces. Code optimization for acl.go. Fixed bug where multiple parameters would allow if second or following parameters were denied and there was a wildcard in allow.
2016-12-14,James Turnbull,f595e40b8e,Edits to the deploy guide
2016-12-16,Jeff Mitchell,4cc781f511,Fix up vendor reverting
2016-12-28,Jeff Mitchell,0d92169aef,Update vs HSM text
2017-01-04,Jeff Mitchell,d256ae265b,Add read locks to LookupToken/ValidateWrappingToken (#2232)
2017-01-10,Vishal Nayak,d2c51af5cb,Merge pull request #2252 from hashicorp/mountentry-clone
